GATHERING_CENTER,WELL_NAME,TEST_DATE_TIME,PUMP_MANUFACTURER,PUMP_SERIES_NAME,PUMP_MODEL,CANONICAL_MODEL,NUMBER_OF_STAGES,INSTALL_TOP_DEPTH_FT,CUMULATIVE_RUN_LIFE_DAYS,DAYS_FROM_INSTALLATION,PIP_PSIG,PDP_PSIG,DELTA_P_PSI,WHP_PSIG,WHT_DEG_F,FREQUENCY_HZ,SPEED_RATIO_RF,WATER_CUT_PCT,RESERVOIR_FORMATION,WATER_SALINITY_PPM,WATER_SG,FLUID_GRADIENT_PSI_FT,STAGE_DYNAMIC_HEAD_FT,NORMALIZED_HEAD_60HZ_FT,B_O_RBSTB,B_LIQ_RBSTB,RS_SCFBBL,Q_DOWNHOLE_RBPD,RAW_DOWNHOLE_ERROR_BPD,RAW_DOWNHOLE_PE_PCT,ACTUAL_LIQUID_RATE_STBD,Q_PURE_RAW_STBD,Q_PURE_SURF_STBD,RESIDUAL_ERROR_BPD,PERCENT_ERROR_PCT,ABS_PERCENT_ERROR_MAPE,BIAS_DIRECTION,QC_PASS_TELEMETRY,QC_PASS_POSITIVE_LIFT,QC_PASS_MIN_LIFT,QC_PASS_MIN_FREQ,QC_PASS_WATER_CUT,QC_5_GATES_PASS,IS_ACTIVE_CURRENT_RUN,QUALIFIED_5QC_CLEAN_ACTIVE,TEST_VALIDITY_STATUS,SCREENING_REASON_DETAIL
GC-31,SA-0189_T,2024-10-01 08:15,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,987.7,987.7,1412.0,3347.0,1935.0,456.0,134.0,45.0,0.75,58.8,Mauddud (MA),137779.0,1.0958,0.4399,15.11,26.86,1.1402,1.0695,244.5,1099.3,227.3,26.07,872.0,1027.8,1027.8,155.8,17.87,17.87,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0189_T,2024-10-07 07:45,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,993.6,993.6,1123.0,3280.0,2157.0,392.0,142.0,50.0,0.8333,64.4,Mauddud (MA),137779.0,1.0958,0.4458,16.63,23.95,1.1168,1.0545,187.1,1283.5,314.5,32.46,969.0,1217.2,1217.2,248.2,25.61,25.61,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0189_T,2025-03-03 07:15,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,1140.6,1140.6,1320.0,3384.0,2064.0,372.0,143.0,50.0,0.8333,63.5,Mauddud (MA),137779.0,1.0958,0.4448,15.94,22.96,1.1326,1.0611,226.0,1303.1,376.1,40.57,927.0,1228.1,1228.1,301.1,32.48,32.48,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0189_T,2025-08-09 17:30,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,1300.0,1300.0,1138.0,3359.0,2221.0,304.0,144.0,50.0,0.8333,69.0,Mauddud (MA),137779.0,1.0958,0.4506,16.94,24.4,1.1179,1.0504,190.1,1274.3,392.3,44.48,882.0,1213.2,1213.2,331.2,37.55,37.55,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0189_T,2025-11-09 08:15,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,1391.7,1391.7,1142.0,3464.0,2322.0,326.0,145.0,50.0,0.8333,68.3,Mauddud (MA),137779.0,1.0958,0.4498,17.74,25.55,1.1183,1.0511,190.8,1250.2,349.2,38.76,901.0,1189.4,1189.4,288.4,32.01,32.01,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0189_T,2026-06-05 14:00,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,1599.9,1599.9,1328.0,3150.0,1822.0,243.0,144.0,51.0,0.85,65.0,Mauddud (MA),137779.0,1.0958,0.4464,14.03,19.42,1.1332,1.0596,227.6,1395.9,297.9,27.13,1098.0,1317.3,1317.3,219.3,19.97,19.97,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0190_T,2021-02-20 04:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,0.0,-1160.9,3124.0,,,528.0,119.0,50.0,0.8333,85.7,Upper Burgan (UB),199739.0,1.1388,0.468,,,1.1848,1.0436,350.0,,,,1917.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=3124.0, PDP=nan)"
GC-31,SA-0190_T,2021-05-09 08:00,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,0.0,-1082.8,,,,394.0,145.0,50.0,0.8333,83.2,Upper Burgan (UB),199739.0,1.1388,0.4654,,,1.1477,1.0415,262.5,,,,2078.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0190_T,2021-10-14 09:15,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,0.0,-924.7,2919.0,,,379.2,154.2,50.0,0.8333,90.3,Upper Burgan (UB),199739.0,1.1388,0.4728,,,1.1848,1.036,350.0,,,,1909.9,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=2919.0, PDP=nan)"
GC-31,SA-0190_T,2022-02-03 08:00,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,0.0,-812.8,2683.0,,,291.0,146.0,50.0,0.8333,85.0,Upper Burgan (UB),199739.0,1.1388,0.4672,,,1.1848,1.0447,350.0,,,,1685.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=2683.0, PDP=nan)"
GC-31,SA-0190_T,2022-05-27 08:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,0.0,-699.8,2705.0,3548.0,843.0,208.0,150.0,50.0,0.8333,88.5,Upper Burgan (UB),199739.0,1.1388,0.4709,16.13,23.23,1.1848,1.039,350.0,4041.5,2189.5,118.22,1852.0,3890.0,3890.0,2038.0,110.04,110.04,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -699.8)
GC-31,SA-0190_T,2022-09-27 08:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,0.0,-576.8,3110.0,3591.0,481.0,200.0,142.0,50.0,0.8333,89.2,Upper Burgan (UB),199739.0,1.1388,0.4716,9.19,13.23,1.1848,1.0378,350.0,4041.5,2978.5,280.2,1063.0,3894.3,3894.3,2831.3,266.35,266.35,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -576.8)
GC-31,SA-0190_T,2024-04-28 09:00,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,2.2,2.2,3010.0,4001.0,991.0,989.0,123.0,46.0,0.7667,43.1,Upper Burgan (UB),199739.0,1.1388,0.4236,21.08,35.86,1.1848,1.1138,350.0,3718.5,1607.5,76.15,2111.0,3338.6,3338.6,1227.6,58.15,58.15,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0190_T,2024-05-21 08:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,25.2,25.2,2842.0,4051.0,1209.0,760.0,146.0,46.0,0.7667,81.1,Upper Burgan (UB),199739.0,1.1388,0.4632,23.52,40.01,1.1848,1.0511,350.0,2168.4,17.4,0.81,2151.0,2062.9,2062.9,-88.1,-4.1,4.1,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0190_T,2024-11-19 08:45,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,207.2,207.2,2336.0,3879.0,1543.0,436.5,143.7,46.0,0.7667,91.2,Upper Burgan (UB),199739.0,1.1388,0.4737,29.35,49.93,1.1848,1.0345,350.0,1875.1,45.9,2.51,1829.2,1812.6,1812.6,-16.6,-0.91,0.91,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0190_T,2025-03-18 08:15,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,326.2,326.2,2210.0,3848.0,1638.0,407.0,152.0,46.0,0.7667,89.6,Upper Burgan (UB),199739.0,1.1388,0.472,31.26,53.18,1.1848,1.0371,350.0,1741.0,-52.0,-2.9,1793.0,1678.7,1678.7,-114.3,-6.37,6.37,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0190_T,2025-07-21 08:00,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,451.2,451.2,2870.0,3888.0,1018.0,397.0,152.0,46.0,0.7667,90.9,Upper Burgan (UB),199739.0,1.1388,0.4734,19.37,32.95,1.1848,1.035,350.0,3718.5,1388.5,59.59,2330.0,3592.8,3592.8,1262.8,54.2,54.2,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0190_T,2025-10-08 18:00,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,530.6,530.6,2477.0,3830.0,1353.0,322.0,153.0,46.0,0.7667,95.8,Upper Burgan (UB),199739.0,1.1388,0.4785,25.47,43.33,1.1848,1.0269,350.0,2082.1,-24.9,-1.18,2107.0,2027.5,2027.5,-79.5,-3.77,3.77,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0190_T,2026-01-17 09:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,7500.0,631.3,631.3,2298.0,3833.0,1535.0,313.0,142.0,46.0,0.7667,96.1,Upper Burgan (UB),199739.0,1.1388,0.4788,28.88,49.13,1.1848,1.0264,350.0,1903.9,45.9,2.47,1858.0,1854.9,1854.9,-3.1,-0.17,0.17,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0191_T,2021-01-30 08:15,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,0.0,-1328.7,,,,208.0,145.0,50.0,0.8333,37.0,Mauddud (MA),137779.0,1.0958,0.4172,,,1.1477,1.1004,262.5,,,,1628.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0191_T,2021-05-24 10:00,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,0.0,-1214.6,,,,135.0,148.0,50.0,0.8333,35.1,Mauddud (MA),137779.0,1.0958,0.4152,,,1.1477,1.1029,262.5,,,,1696.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0191_T,2021-10-15 08:15,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,0.0,-1070.7,1315.0,,,252.0,145.5,50.0,0.8333,39.5,Mauddud (MA),137779.0,1.0958,0.4198,,,1.1322,1.0879,225.0,,,,1443.4,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=1315.0, PDP=nan)"
GC-31,SA-0191_T,2022-01-24 08:00,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,0.0,-969.7,1395.0,,,166.0,145.0,50.0,0.8333,47.6,Mauddud (MA),137779.0,1.0958,0.4283,,,1.1388,1.0822,241.1,,,,1256.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=1395.0, PDP=nan)"
GC-31,SA-0191_T,2022-04-24 07:45,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,0.0,-879.7,,3115.0,,188.3,147.3,52.0,0.8667,55.5,Mauddud (MA),137779.0,1.0958,0.4365,,,1.1477,1.0768,262.5,,,,1282.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=3115.0)"
GC-31,SA-0191_T,2022-08-05 08:15,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,0.0,-776.7,1646.0,3125.0,1479.0,194.0,148.0,52.0,0.8667,65.7,Mauddud (MA),137779.0,1.0958,0.4471,16.54,22.02,1.1604,1.0682,292.7,2028.1,947.1,87.61,1081.0,1898.7,1898.7,817.7,75.64,75.64,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -776.7)
GC-31,SA-0191_T,2022-10-14 08:15,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,0.0,-706.7,1508.0,3121.0,1613.0,187.0,148.0,52.0,0.8667,63.5,Mauddud (MA),137779.0,1.0958,0.4448,18.13,24.14,1.1484,1.0669,264.1,1988.5,1006.5,102.49,982.0,1863.9,1863.9,881.9,89.81,89.81,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -706.7)
GC-31,SA-0191_T,2022-11-02 08:00,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,0.0,-687.7,1453.0,3106.0,1653.0,193.0,150.0,45.0,0.75,63.1,Mauddud (MA),137779.0,1.0958,0.4444,18.6,33.07,1.1437,1.0656,252.8,1551.2,64.2,4.32,1487.0,1455.7,1455.7,-31.3,-2.1,2.1,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -687.7)
GC-31,SA-0191_T,2023-02-20 08:45,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,0.0,-577.7,1722.0,3141.0,1419.0,225.0,145.0,52.0,0.8667,57.9,Mauddud (MA),137779.0,1.0958,0.439,16.16,21.51,1.1671,1.0819,308.7,2037.3,718.3,54.46,1319.0,1883.0,1883.0,564.0,42.76,42.76,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -577.7)
GC-31,SA-0191_T,2023-07-19 08:00,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,0.0,-428.7,1329.0,3057.0,1728.0,166.0,150.0,50.0,0.8333,69.6,Mauddud (MA),137779.0,1.0958,0.4512,19.15,27.58,1.1333,1.0544,227.8,1845.3,427.3,30.13,1418.0,1750.0,1750.0,332.0,23.41,23.41,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -428.7)
GC-31,SA-0191_T,2023-11-11 14:15,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,0.0,-313.5,1307.0,3138.0,1831.0,187.0,153.0,50.0,0.8333,69.6,Mauddud (MA),137779.0,1.0958,0.4512,20.29,29.22,1.1315,1.0539,223.4,1811.0,300.0,19.85,1511.0,1718.4,1718.4,207.4,13.73,13.73,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -313.5)
GC-31,SA-0191_T,2024-03-09 08:30,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,0.0,-194.7,1463.0,3472.0,2009.0,224.0,147.0,50.0,0.8333,75.8,Mauddud (MA),137779.0,1.0958,0.4577,21.95,31.61,1.1445,1.0501,254.9,1758.0,866.0,97.09,892.0,1674.1,1674.1,782.1,87.68,87.68,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -194.7)
GC-31,SA-0191_T,2024-09-21 23:30,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,1.9,1.9,1396.0,3141.0,1745.0,40.0,145.0,50.0,0.8333,96.2,Mauddud (MA),137779.0,1.0958,0.4789,18.22,26.24,1.1389,1.0245,241.3,1872.0,100.0,5.64,1772.0,1827.2,1827.2,55.2,3.12,3.12,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0191_T,2024-10-16 08:45,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,26.3,26.3,1325.0,3275.0,1950.0,222.0,150.0,50.0,0.8333,74.9,Mauddud (MA),137779.0,1.0958,0.4567,21.35,30.75,1.133,1.0484,227.0,1777.6,181.6,11.38,1596.0,1695.6,1695.6,99.6,6.24,6.24,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0191_T,2025-01-28 18:00,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,130.7,130.7,1310.0,3341.0,2031.0,233.0,149.0,50.0,0.8333,85.0,Mauddud (MA),137779.0,1.0958,0.4672,21.73,31.29,1.1318,1.0368,224.0,1765.4,667.4,60.78,1098.0,1702.8,1702.8,604.8,55.08,55.08,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0191_T,2025-08-27 07:45,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,341.3,341.3,1198.0,3226.0,2028.0,245.0,153.0,50.0,0.8333,84.6,Mauddud (MA),137779.0,1.0958,0.4668,21.72,31.28,1.1227,1.0358,201.8,1765.7,160.7,10.01,1605.0,1704.6,1704.6,99.6,6.21,6.21,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0191_T,2025-12-06 08:45,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,442.3,442.3,1166.0,3174.0,2008.0,205.0,148.0,50.0,0.8333,74.5,Mauddud (MA),137779.0,1.0958,0.4563,22.0,31.68,1.1202,1.0455,195.5,1756.4,188.4,12.02,1568.0,1679.9,1679.9,111.9,7.14,7.14,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0191_T,2026-03-11 07:30,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,537.2,537.2,1125.0,3252.0,2127.0,221.0,149.0,50.0,0.8333,76.0,Mauddud (MA),137779.0,1.0958,0.4579,23.23,33.45,1.1169,1.0433,187.5,1714.1,205.1,13.59,1509.0,1643.0,1643.0,134.0,8.88,8.88,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0191_T,2026-06-23 08:00,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,200,7250.0,641.3,641.3,1227.0,3284.0,2057.0,197.0,135.0,50.0,0.8333,76.0,Mauddud (MA),137779.0,1.0958,0.4579,22.46,32.34,1.125,1.0452,207.5,1740.9,842.9,93.86,898.0,1665.6,1665.6,767.6,85.48,85.48,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0205_T,2021-01-10 08:45,Halliburton / Summit ESP,400 Series (Summit SF),SF1750,SF1750,373,7550.0,0.0,-1288.0,1379.0,,,345.0,159.0,53.0,0.8833,66.0,Upper Burgan (UB),199739.0,1.1388,0.4474,,,1.1375,1.0599,237.8,,,,2084.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=1379.0, PDP=nan)"
GC-31,SA-0205_T,2021-04-26 05:00,Halliburton / Summit ESP,400 Series (Summit SF),SF1750,SF1750,373,7550.0,0.0,-1182.2,1119.0,,,197.0,154.0,52.0,0.8667,67.5,Upper Burgan (UB),199739.0,1.1388,0.449,,,1.1165,1.0513,186.4,,,,2288.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=1119.0, PDP=nan)"
GC-31,SA-0205_T,2021-11-17 11:00,Halliburton / Summit ESP,400 Series (Summit SF),SF1750,SF1750,373,7550.0,0.0,-976.9,,,,588.0,141.0,45.0,0.75,100.0,Upper Burgan (UB),199739.0,1.1388,0.4829,,,1.1477,1.02,262.5,,,,2580.0,,,,,,,False,False,False,True,False,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0205_T,2021-11-26 09:00,Halliburton / Summit ESP,400 Series (Summit SF),SF1750,SF1750,373,7550.0,0.0,-968.0,1829.0,,,566.3,151.1,45.0,0.75,66.0,Upper Burgan (UB),199739.0,1.1388,0.4474,,,1.1768,1.0733,331.4,,,,2639.5,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=1829.0, PDP=nan)"
GC-31,SA-0205_T,2021-12-23 08:30,Halliburton / Summit ESP,400 Series (Summit SF),SF1750,SF1750,373,7550.0,0.0,-941.0,1830.0,,,515.0,150.0,45.0,0.75,73.2,Upper Burgan (UB),199739.0,1.1388,0.4549,,,1.1769,1.0621,331.6,,,,2299.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=1830.0, PDP=nan)"
GC-31,SA-0205_T,2022-03-30 08:00,Halliburton / Summit ESP,400 Series (Summit SF),SF1750,SF1750,373,7550.0,0.0,-844.1,1349.0,3822.7,2473.7,338.0,158.0,45.0,0.75,81.0,Upper Burgan (UB),199739.0,1.1388,0.4631,14.32,25.46,1.135,1.0418,231.8,650.6,-1419.4,-68.57,2070.0,624.5,624.5,-1445.5,-69.83,69.83,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -844.1)
GC-31,SA-0205_T,2022-06-10 07:15,Halliburton / Summit ESP,400 Series (Summit SF),SF1750,SF1750,373,7550.0,0.0,-772.1,1376.0,3624.7,2248.7,232.0,156.0,42.0,0.7,80.6,Upper Burgan (UB),199739.0,1.1388,0.4627,13.03,26.59,1.1372,1.0427,237.2,438.2,-1413.8,-76.34,1852.0,420.2,420.2,-1431.8,-77.31,77.31,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -772.1)
GC-31,SA-0205_T,2022-09-09 08:00,Halliburton / Summit ESP,400 Series (Summit SF),SF1750,SF1750,373,7550.0,0.0,-681.1,1633.0,1889.0,256.0,334.0,154.0,42.0,0.7,82.8,Upper Burgan (UB),199739.0,1.1388,0.4649,1.48,3.02,1.1592,1.0439,290.0,1582.0,-177.0,-10.06,1759.0,1515.4,1515.4,-243.6,-13.85,13.85,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -681.1)
GC-31,SA-0205_T,2023-01-08 07:45,Halliburton / Summit ESP,400 Series (Summit SF),SF1750,SF1750,373,7550.0,0.0,-560.1,1598.0,,,273.0,154.0,42.0,0.7,91.5,Upper Burgan (UB),199739.0,1.1388,0.474,,,1.1562,1.0316,282.7,,,,1901.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=1598.0, PDP=nan)"
GC-31,SA-0205_T,2023-04-10 05:00,Halliburton / Summit ESP,400 Series (Summit SF),SF1750,SF1750,373,7550.0,0.0,-468.2,1763.0,1900.0,137.0,294.0,160.0,42.0,0.7,90.5,Upper Burgan (UB),199739.0,1.1388,0.473,0.78,1.59,1.1708,1.0343,317.4,1582.0,-250.0,-13.65,1832.0,1529.5,1529.5,-302.5,-16.51,16.51,UNDER_PREDICTION,True,True,False,True,True,False,False,False,4. FAILED_LOW_LIFT_THRESHOLD,Failed Gate 3: Low Dynamic Lift (Delta P = 137.0 psi < 250 psi threshold)
GC-31,SA-0205_T,2023-09-21 00:30,Halliburton / Summit ESP,400 Series (Summit SF),SF1750,SF1750,373,7550.0,0.0,-304.4,1461.0,3794.0,2333.0,203.0,157.0,51.0,0.85,92.7,Upper Burgan (UB),199739.0,1.1388,0.4753,13.16,18.21,1.1444,1.0291,254.5,1652.1,-864.9,-34.36,2517.0,1605.4,1605.4,-911.6,-36.22,36.22,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -304.4)
GC-31,SA-0205_T,2023-10-09 07:45,Halliburton / Summit ESP,400 Series (Summit SF),SF1750,SF1750,373,7550.0,0.0,-286.1,1003.0,3762.0,2759.0,194.0,167.0,53.0,0.8833,95.2,Upper Burgan (UB),199739.0,1.1388,0.4779,15.48,19.84,1.1075,1.0242,164.1,1577.2,-575.8,-26.74,2153.0,1539.9,1539.9,-613.1,-28.48,28.48,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -286.1)
